clean_message,label
restoration efforts now cover some hectares as foresighted countries make the link between these coastal forests and economicallyimportant services from flood defenses and fish nurseries to carbon storage to combat climate change,floods
a joint assessment undertaken on four islands located in the southern part of the maldives chain on january indicated that most affected households have saline andor sewerage contaminated rainwater tanks,storm
with the death toll from flooding in and around dire dawa hovering at they said frantic rescue efforts continued but conceded chances were slim of locating alive any of the more than people still unaccounted for,floods
analysts say the floods have worsened the reputation of arroyo who has been accused of corruption and poll fraud and that it could affect the prospects of teodoro the administration candidate in the may presidential election,floods
but the speedy return of displaced people to homes where broken sewage pipes have been leaking into floodwaters means conditions are ideal for a dramatic increase in cholera,earthquake
because the country is so crowded others find shelter in unexpected places like abandoned buildings or even cowsheds,floods
since the devastating earthquake struck on october the un refugee agency has transported over blankets tents jerry cans plastic sheets and many tens of thousands of other relief items to pakistan with the help of nato as well as on unhcrs own chartered commercial flights and road convoys,earthquake
the attendant flooding that would inevitably follow would likely leave the baipaza hydroelectric power station under water,floods
as for the gravity flow systems in the mountainous districts some were swept away by the flood some are under the repair,floods
this emergency intervention will ensure that displaced families have safe and clean water to drink in the immediate aftermath of their displacement and will reduce the prevalence of waterborne diseases such as diarrhea among the most susceptible populations such as children,earthquake
nearly people were being treated in hospitals in the maharashtra state capital mumbai and neighbouring districts for suspected leptospirosis gastroenteritis cholera dengue fever and other illnesses they added,fire
earlier this year ifj member unions responded generously to a special assistance fund established to help journalists in indonesia and sri lanka affected by the asian tsunami,floods
luanda eighteen people died were injuried and families were displaced following the heavy rains that hit seven provinces of the country on october this year angop has learnt,storm
potential increased morbidity and mortality during outbreaks due to the decreased capacity for hospitalization the infectious diseases ward is not functional due to the floods damages,floods
army columns composite flood relief columns continue to be depl oyed for carrying out rescue and relief operations,floods
one man was listed as missing in fukushima whose pacific coasts were hit by massive tsunami on march that crippled an atomic power plant in the worlds worst nuclear disaster since chernobyl in,earthquake
serious flooding occurred in areas south of the city of jalalabad where irc teams responded by distributing tents tarpaulins plastic floor covers hygiene kits and clothing to over people,floods
relief supplies transported by overland convoys in response to the march earthquake,earthquake
transporting supplies on already treacherous roads further damaged by the earthquake is a significant logistical challenge but we have set up on our first mobile unit near the village of gloche where we are providing care to approximately people from the village and surrounding areas,earthquake
more and more people are also showing symptoms of malarial fever with the number of suspected cases in the flood affected region standing at,floods
banda aceh indonesia jan afp relief efforts in indonesias quake and tsunamihit aceh province suffered a setback tuesday when the main airport was closed after a boeing cargo plane skidded off the runway officials said,earthquake
to assist with the clean up of floodhit areas world vision is providing chlorine disinfectant and trucks for mud removal,floods
the floods severed communications across large areas of the country which is roughly the size of france,floods
success by the dec agencies can be seen by the relatively low levels of malnutrition found in the temporary tented accommodation provided by the agencies and also the low levels of morbidity this was considered to be lower than the high background rate for mozambique,floods
the disaster relief centre said the flooding had now spread to two other districts on the outskirts of ho chi minh city hoc minh and cu chi the site of the famous tunnel complex where communist guerrillas from the former southern capital sheltered from us attack during the vietnam war,floods
there are already reports of malaria and real fears about the outbreak of serious gastrointestinal illnesses such as typhoid,floods
income boost he has at least casual workers helping him to sell farm produce build dykes and maintain generators which he uses to drain excess water during flooding,floods
since july the heavy rains have left most of the crops in the districts of katakwi and amuria submerged underwater,storm
one uses materials salvaged from the earthquakes rubble,earthquake
many of the communitys lowincome fishermen and day laborers lived in poorly constructed houses that were easily damaged by high water during the tsunami,earthquake
he blames deforestation whether it is from illegal logging or to make way for hydroelectric plants for the sustained flooding that followed typhoon ketsana,floods
the roiling waters eat away the land a precious resource in this overpopulated country,floods
instead he said kashmiris should be allowed to cross over to pakistanruled kashmir to assist survivors as long as they registered with the army at border checkpoints,earthquake
the severe damage to road power and telecommunications networks caused by the flooding has also complicated recovery efforts,floods
officials warned that dams could burst as heavy rain lashed the punjab town of kot addu transforming the area into a giant lake,storm
firefighters brought under control blazes that had threatened another munitions dump and the unexploded ordnance scattered across the disaster zone of debris crumbled homes and twisted corrugated iron roofs,fire
in long an the provincial steering committee for flood and storm prevention and control is guiding local authorities to relocate floodprone households to floodproof residential clusters to ensure their safety when floods reach a peak in mid october,floods
the crisscrossing and close proximity of ht cables on the rivers hampered winching operations,floods
oxfam canada and siiqqee are coordinating with the ethiopian government and other ngos at the district level to distribute nonfood items such as cooking utensils jerry cans washing bowls and water tanks to approximately floodaffected people as well as supplementary food to children and breastfeeding women,floods
later in the afternoon the pakistani earthquake humanitarian fund and katrina hurricane relief fund received two more donations totalling more than thousand dollars,earthquake
in south hwanghae province the typhoon ravaged over hectares of maize field toppled more than roadside trees and removed roofs of several public buildings,storm
the flooding also inundated a section of the northern coastal highway connecting semarang and jakarta causing massive traffic jams in some areas,floods
however some residents have blamed the flood on sand mining along the river bank,floods
johannesburg south africa pana rescue south africa and a trauma intervention team have departed for stricken areas in asia amid reports that several south africans were missing following sundays tsunami seaquake which devastated the coastlines of six countries,earthquake
the makeshift tarpaulin shelters have leaked constantly rice stocks damaged by the may storm have not dried out and the roads have become rivers of mud further preventing distribution of aid to the million people affected,storm
so far we know of five definite unexploded bombs two being the ones we have already dealt with and at the airport but we will also investigate suspicious holes in the ground near two radio antennaes which appear to have been targeted by the coalition forces,floods
the ministry of public health has also ordered its provincial offices to monitor waterborne diseases and other diseases which can spread after the flood such as leptospirosis dengue fever malaria influenza pink eye and handfootmouth disease among children,floods
he said troops had restored electricty in several towns and were repairing the communication system as the cyclone subsided,storm
the rented accommodation her family were staying in collapsed in the quake killing a child of a relative,earthquake
there is also a backflow during high tide on the ganga,floods
torrential rains have damaged kenyas infrastructure severing road links between nairobi and garissa where the air base of the world food programme wfp is located,storm
following cyclone mala and other emergencies in unicef was able to quickly mobilise and deliver emergency relief goods including family kits insecticide treated bednets and essential drugs for local health centres in the affected areas,storm
on busans gadeokdo where a breakwater and houses were swept away little recovery work is going on,floods
high winds have continued causing power outages across the southern region,storm
police batoncharged a group of kosi flood victims and also fired into the air to take the unruly crowd into control after it stopped the police vehicle and started pelting stones at it,floods
international attention to the ongoing plight of the people of chechnya has faded ever since the massive bombardment by the russian army ended early in,floods
only last tuesday more than people died in the same maiduguri market when two other women suicide bombers detonated explosives hidden in their hijabs,fire
as was the case in aceh after the devastating tsunami struck a year earlier primitively equipped rescue teams were struggling often failing to reach survivors,floods
rumours are flying around the international aid community in yangon that the evictions are occurring in staterun refugee centres across the delta,storm
test results confirmed that about residents of wannei village in pingtung county had contracted leptospirosis a common disease after flooding said county health chief kang chichieh,floods
in case of an aman crop percent of bangladeshs rice yield failure due to floods in julyaugust means food insecurity intensifies in septemberoctober until the boro crop percent can be harvested in novemberdecember,floods
srinagar india nov afp a leading separatist leader angered at the teargassing of earthquake survivors as they surged towards the kashmir frontier called tuesday on india and pakistan to ease travel restrictions on kashmiris,earthquake
pwj staff also discovered that the sea water has impregnated household freshwater wells increasing salinity,floods
in mirgunj about kms from madhipura at least people drowned including a havildar as a rescue boat capsized due to uncontrolled crowd and over loading,floods
the army under fire earlier in the week for what many quake victims complained was a slow response to the disaster has been airdropping supplies to villages cut off from help in remote valleys in the himalayan foothills,earthquake
operating from a base camp established at bandar lampung airport the two air tractor planes started flying bombing sorties over the fires late this afternoon,fire
during the last six years usaid has supported rsa to gain international search and rescue training and the ability to train others in lifesaving procedures following crises such as earthquakes floods trench rescue swift water rescue aircraft accident body recovery and numerous other skills,earthquake
last year following the october quake over people left the ruins of their homes in devastated towns and remote mountain villages to spend the winter in some crowded tent villages,earthquake
sudans health ministry is distributing chlorine to sterilise water repairing latrines and spraying insecticides to try to stop the spread of cholera and malaria after the worst floods in living memory,floods
around to percent of the city of eight million people plus large areas in satellite towns is still under water officials said,floods
dakar february irin swarms of locusts have invaded western guinea from neighbouring senegal and guineabissau and are devouring the foliage of flowering trees threatening the regions honey production agricultural experts told irin,floods
kcna reported late tuesday that more than high voltage power towers had collaped because of the rainstorms with five large substations inundated and more than transformers damaged,floods
water pumps who is seeking assistance in sourcing large size pumps to drain stagnant water in various areas,floods
the area around ishinomaki the most seriously affected by the thoku earthquake and tsunami was among those which suffered the most damage to services and facilities with the local red cross hospital experiencing power interruptions and a number of evacuation centres still lacking adequate water supplies,earthquake
an appraisal mission is also designing an expansion phase of the foodforwork project started last december,earthquake
low rains have ravaged indias rice cane sugar and groundnut crops and have disrupted the flow of water into the main reservoirs that are vital for hydropower generation and winter irrigation,floods
local media reported another three buildings had collapsed and taipeis subway system had been shut down after a water pipe at one station broke,floods
tokyo a strong magnitude earthquake struck off northeast japans fukushima region home to a crippled nuclear power plant but there was no risk of a tsunami seismologists said,earthquake
under such circumstance ceci nepals wash initiative plays a significant role in availing earthquake affected people with clean drinking water and toilet facility to combat the possible outbreak of the contagious disease,earthquake
air force helicopters have been dropping food parcels to the worst hit areas and rescuers also plan to distribute food vaccines and polyethylene sheets to cyclone victims,storm
when the earthquake struck it killed in a matter of seconds about people injured another reduced to rubble some houses and damaged nearly a million others besides disrupting power and water supply and the road irrigation and telecommunication networks,earthquake
over people there are still stranded on the rooves of buildings and they face the imminent threat of a dam further upstream bursting due to the excesive stresses on the structure,floods
workers are also preparing to purchase large quantities of tin in order to repair some of the hundreds of homes damaged by the storms,storm
according to statistics provided by the food and disaster management ministry the flooding damaged some houses and crops on million acres about hectares while some kms roads and over educational institutions damaged completely or partially during the flooding,floods
heavy mudslides triggered by incessant rain have severed rail links connecting tripura and assam states to the rest of india officials said,storm
the devastating cyclone of th november has affected nearly half of bangladesh causing damage and destruction in districts and affecting million people in the southern coast dislocating the economy crippling the infrastructure communication and the transport system destroying livelihoods and creating widespread environmental hazard,storm
gilgit continuous rains triggering flashfloods and landslides have damaged hydel power stations across the gilgitbaltistan region disconnecting power supply to per cent of the area and damaging road infrastructure,floods
since then more than million people have been directly affected by the cyclone which caused extensive damages to houses water and sanitation infrastructures harvests food stocks and livelihoods also killing livestock and destroying fishing material and other income generating assets,storm
pyongyang august kcna it has been ascertained that torrential rains in july did a great deal of damage to peoples living railway transport agriculture and other economic sectors in the democratic peoples republic of korea,storm
animals can also be fed cereal grains pulses and byproducts such as bran but these are also in high demand to feed the human victims of the flood,floods
in the coastal zugdidi district the floods were made worse by repairs at the local hydroelectric power plant on the inguri river,floods
heavy winds and rain which arrived with a new weather front in the past few days have pulled down electricity transmission lines between maputo and macia,floods
situation torrential rains from late may until early june have triggered flooding which has turned vast areas of southern china into muddy lakes razed mountain villages and destroyed more than housing units,floods
an urgent need for continuous relief assistance remains in the unplanned camps below the snowline that have sprung up in the earthquakeaffected areas,earthquake
development and peace is seeking an additional million in support from the canadian international development agency cida through its tsunami matching funds program,storm
unexpected boats are the only viable means of transport in parts of tehsil rojhan which are underneath feet of water and there are concerns this flooding will contaminate drinking water sources used by communities cause waterborne diseases lead to the collapse of mud houses and spark a proliferation of mosquitoes,floods
if we want them to go back home weve got to carry out food distribution programs build water systems and rehabilitate farms and housing in the wake of the bombingall factors that will contribute to pulling them back home,fire
it could be useful to install public lighting and a guardrail along the edge of the dike to prevent people from falling particularly during the flood periods,floods
according to the central committee for flood and storm control ccfsc people have been confirmed dead people were reportedly injured and two are missing,floods
malian troops reinforced army checkpoints with sandbags and heavy machineguns and stepped patrols,storm
the immediate phase of rescue has commenced but the need for humanitarian assistances in the areas affected by the flooding will continue for several months because it has destroyed the source of living,floods
in addition numerous other facilities including roads bridges electricity transmission systems irrigation systems were destroyed or damaged,floods
the nepal army resumed its aerial search for a us marine corps helicopter that went missing during a disaster relief operation in eastern nepal near where the latest quake hit,earthquake
parents across the quakehit region have blamed shoddy construction linked to official corruption for the collapse of schools and have staged rare open protests demanding justice,earthquake
another consignment of supplies was sent on november via the same termezhairatan corridor with bags of detergent soap powder kgs rolls of allpurpose rope cooking sets schoolsinabox recreation kits vaccine cold boxes collapsible water tanks liter capacity collapsible water tanks liter capacity safety boxes for used syringes ice packs and boxes of oral rehydration salts and boxes of syringes ml,floods
while tents were the immediate focus it quickly became apparent that there are equally effective alternatives including supporting communal housing in public buildings that withstood the earthquake supporting host families and supplying prefabricated units,earthquake
accessing clean water has never been a straightforward task in pakistan but the floods have exacerbated the problem considerably by contaminating water points and breaking open sewer lines he said,floods
she clearly looks forward to the annual celebration when she can share the feast of roasted goat meat with all her children and friends and try to forget about the floods which coursed through northern and southern pakistan leaving people dead and affected some million,floods
the sri lankan army aims to recruit to muslim men into a new infantry battalion to be deployed in the tsunamiaffected district of ampara which has the largest concentration of muslims in sri lanka and whose residents have faced past attacks by rebels,earthquake
in nwfp more than people have been lodged in temporary tentage villages in quake affected areas,earthquake
however by midapril some foreign correspondents reporting from the quake zone were noting an increase in obstruction and harassment by government officials state security forces and plainclothes thugs who appeared to operate at official behest,earthquake
the flight tickets and baggage fees are fully sponsored by air asia as part of the airlines effort to provide assistance to the earthquake victims,earthquake
the main route linking gaborone with the north of the country was washed away near the town of morwa about km north of the capital,floods
this includes chlorine disinfection tablets drinkingwater treatment units and mobile toilets,floods
a critical report from the international crisis group icg in march pakistan political impact of the earthquake claims that the military machine that led the national and international relief work deliberately bypassed and disempowered civil structures and civil administration in the quakeaffected areas,earthquake
the alert raised from level one which indicates an anomaly is the most serious declared at the ruined plant since march when a quakegenerated tsunami knocked out reactor cooling systems and sparked meltdowns,earthquake
flooding in jakarta led to the shutdown of a power plant in muara karang on sat feb a northern part of the city by stateowned electric company perusahaan listrik negara pln,floods
other activities johnson johnson today delivered an extensive donation of levaquin a quinolone antibiotic that according to many is the drug of choice for acute exacerbations of chronic bronchitis and also community acquired pneumonia conditions anticipated in tsunamiaffected areas,earthquake
amid scenes of desperation in balakot world vision distributed burial shrouds quilts and water wednesday october to pakistani survivors of the worst quake ever to hit the country,earthquake
more than houses have been destroyed or have had their roofs blown off,storm
as a result of emergency situation houses houses in krymsk socially important facilities were flooded and gas power and water supply sistems were disrupted in the cities of gelendzhik novorossiysk krymsk and in the villages of divnomorskoye nizhnebakanskaya neberdzhaevskaya kabardinka of krasnodar territory,floods
in addition to the at least dead and uncounted numbers of injured hundredyearold trees have been uprooted powerlines brought down everywhere billboards collapsed and houses demolished,storm
angola november nearly a thousand bent and broken corrugated metal roofs and three hundred damaged or destroyed mud houses were left in the wake of severe gales and storms that hit cuemba town angola at the beginning of the rainy season,storm
the public health professionals will be working to assist victims of the december earthquake and tsunami through disease surveillance health care and restoring water and sanitation,earthquake
they urgently require shelter and household supplies such as cooking implements and water carriers that will enable them to get by until floodwaters recede,floods
other areas vulnerable to a poor belg season will be the southern and southeastern lowland pastoral areas which normally experience their long rains at this time,storm
an indonesian navy warship has brought food and water to the town of meulaboh on the western coast which is more than threequarters destroyed,earthquake
addis ababa june irin women and children have been forced to eat grass to survive in a remote floodhit area of southern ethiopia the international committee of the red cross icrc said on monday,floods
surfaid is preparing a tonne fuel barge in padang west sumatera which will sail to the earthquake affected region early next week to provide support for the surfaid fleet,earthquake
the organization department of the communist party of china cpc central committee has allocated million yuan million us dollars taken from paid membership dues to fund disaster relief work in nine regions hit hard by recent torrential rains and floods,floods
the floods have caused major power blackouts and telephone lines were also down in some parts of the city of million as flooding affected underground cables officials said,floods
but a spontaneous settlement in karabulak was completely flooded with water and mud and many of the displaced people living there have lost belongings and food,floods
in the square meter room with wooden walls a metal roof an open kitchen and two makeshift beds ibu aja cut for the first time since the disaster sees ray of hope,floods
ocha is prepared to serve as a channel for cash contributions to be used for immediate relief assisstance in coordination with relavent organizations in the united nations system,floods
opposition leader mahinda rajapakse joined the prime minister in directing relief operations in the islands southern province while the radical leftwing jvp or peoples liberation front also supported relief efforts,fire
agriculture rice paddies completely lost ha rice paddies affected ha cornfields completely lost ha damaged aquaculture farms ha fish was washed away kg areas of rice paddies with eroded land and completely lost ha,floods
the chinese medical team that has been providing assistance in quakestricken nepal is highly efficient in conducting operations valerie amo un undersecretarygeneral for humanitarian affairs and emergency relief coordinator said on saturday,earthquake
in semarang a landslide displaced families from the tangkil baru residential complex in sukorejo subdistrict gunungpati district whose houses were destroyed,floods
save the children has been working with volunteers to build sandbag walls and divert water away from homes and is working to improve sanitation facilities in the communities,floods
the victims were either slum dwellers killed when their makeshift shelters were swept away by flash floods or people who fell into swollen streams while trying to wade through the floods to reach their homes,floods
helicopters have been used to airlift supplies to hundreds of soldiers working to create a channel that can drain the lake which contains enough water to fill over olympicsize swimming pools,floods
as many as battalions of the pakistan army engineers employed in earthquake affected areas are working their day in and day out to construct shelter homes for the affected people who lost their abodes in the october earthquake,earthquake
some of the worst hit villages include kavas malua bhadaka and shivthe water level is feet above the ground level villages at a radius of kms is submerged under water and there is no road or rail connectivity,floods
with broad bipartisan support congress created the gsp program to expand the american consumers choices while creating economic opportunities in developing countries tornadoes are violently rotating storms of small diameter produced in a severe thunderstorm sheets of corrugated iron roofing were provided for temporary shelter and repairs to damaged houses every minute the floodwaters climbed one flight of stairs the development agenda has benefited from the formidable political traction of the millennium development goals so you see theres lots of earthwork that needs doing although medical relief agencies are often first on the scene when emergencies occur the pqmd data show that at least of their work is devoted to longterm sustainable projects to improve quality health care in developing nations and eliminate specific diseases as threats to public health in addition there are plans to vaccinate million women against cervical cancer he said that the full framework for the protection of civilians must be implemented simultaneously and that peacekeepers should not be considered longterm peacebuilders as peacebuilding was a national challenge that entailed national ownership and responsibility yet the burmese military junta fearing that contact between their isolated people and the outside world would expose its tyrannical rule and threaten it grip on power is still refusing to allow in un officials and relief workers from ngos who come to help the burmese people from all over the world on december unidentified gunmen attacked the money changers market in north mogadishu and stole an unknown amount of money as the th air forces hub for global operations members of the th tacc plan schedule and direct a fleet of nearly mobility aircraft in support of strategic airlift air refueling and aeromedical evacuation operations around the world power was resumed in pingtang in the southwestern guizhou province after workers restored a kilovolt power line in the county early on wednesday hours earlier than expected the exceptional heavy rains reported to be the highest in several decades in the democratic peoples republic of korea arrived when the main summer season cereal crops mostly rice and maize were at the critical development stage officials say heavy rains are likely to continue and spread flooding to other areas as the government began to warn residents where more flooding is likely to occur the increase of diarrhoeas affecting people shows that water quality is worsening pollutant concentration increases as water quantity drops and contamination increases by overuse of those water points by both animal and human populations will there be sanctions also against the countries smuggling arms into afghanistan,floods
an ongoing governance crisis has also severely impacted the national economy exacerbating food insecurity around this island nation and placing a strain on health education natural resources and tourism,storm
the hospital was severely damaged during the years of civil war floods and electrical fires are frequent,floods
i urge everyone to support the ngos fundraising campaigns no problems have been reported at the common spent fuel pool river barriers that north korean authorities built to help irrigate crops affected by a recent drought may have contributed to the destruction caused by floods in certain parts of the country sources inside the isolated nation said prime minister inspects damage to embankment of pyidawthayegyanbyin railroad section support to national health structures in undertaking mass measles immunisation campaigns is being accelerated the widespread addition of iodine to salt has almost eliminated goitre and other iodine deficiency symptoms in many countries not all survivors of the virus which has been rampant in guinea liberia and sierra leone since earlier this year and killed some percent of patients suffer the symptoms the extremes of which include amenorrhea the absence of menstruation and erectile dysfunction relief workers were especially concerned that marooned villagers were being forced to drink contaminated floodwater thus exacerbating the risk of waterborne disease especially among children and the elderly we are particularly worried about somalia right now and it is vital that we reach those at the epicentre of the famine with food assistance especially the highly fortified nutritious products that are so important for vulnerable children ocha is prepared to serve as a channel for cash contributions to be used for immediate relief assisstance in coordination with relavent organizations in the united nations system sudans health ministry is distributing chlorine to sterilise water repairing latrines and spraying insecticides to try to stop the spread of cholera and malaria after the worst floods in living memory despite these moves towards more permanent arrangements a large number of displaced people remain camped in public buildings and tented accommodation an faowfp crop and food supply assessment mission visited zimbabwe from april to may to estimate the production of the main season cereal and pulse crops forecast the winter season production and assess food import requirements terrorist attacks or flare up of violence are considered possible especially in the view of winter coming and during ramadan which usually shows an increase of such activities by extremist militants it has been set up with the purpose of choosing afghanistans first freely elected government in twentythree years in efforts aimed at finding a lasting solution to the problem that has become recurrent katima mulilo mayor charles matengu said the council is looking at sourcing a standby generator in order to avert a similar situation in future the club is distributing bottled water dry food peanuts roasted gram rice jaggery food clothes and tarpaulins our patients continued to be mostly women and children suffering from dehydration presumed malaria respiratory infections dysentery diarrhea rashes and injuries the classic problem of providing assistance to war criminals or genocidaires who found themselves among the hundreds of thousands of refugees in camps in eastern zaire and tanzania would not have emerged if unhcr and states had implemented the refugee convention and had separated and prosecuted these people from genuine refugees besides supplying the initial starter seed paddy and agrochemicals wanigasuriya and his officers provide valuable advice on planting techniques weed control and harvesting times now that the rainy period has started water is all over the place but it is highly polluted b sierra leonean refugees displaced in southeast guinea continue to be repatriated to freetown the first two years work involves dredging km of key channel systems and four retention basins as well as repairing km of embankments the report said as we recognize the importance of the smooth management of refugee areas and improving their capabilities we will stock adequate emergency supplies and install solar power generators which will allow us to secure energy at the time of a disaster,floods
islamabad jan a cargo flight carrying kgs of relief goods donated by the government of russian federation for the flood affcetees arrived at the paf base chaklala,floods
cyclone victims are rebuilding homes and collecting rainwater as foreign aid workers slowly spread out,storm
television footage showed uprooted trees lying on top of collapsed mud and thatch huts and sheets of corrugated iron which had been ripped from roofs scattered on the ground,storm
in the last one year adept in collaboration with aravind eye hospital and the district blindness control society has been conducting eye camps in the tsunami affected villages to identify the elderly with cataracts school children with refractive errors and diabetic retinopathy,floods
so far we have constructed temporary shelters distributed storage bins to farmers so they can keep crops dry and created fully functioning safe spaces for women,floods
typhoon morakot slammed into taiwan on august dumping more than three metres inches of rain that unleashed floods and mudslides which tore through houses and buildings ripped up roads and smashed bridges,floods
the western division is still flooded and the central division is also suffering from the electricity blackout and floods,floods
balakot with helicopters grounded by low cloud rain and snow and many roads still blocked by landslides the united nations world food programme wfp has begun using packhorses and mules to bring emergency rations to survivors of the october earthquake in remote mountain areas in pakistan and pakistaniadministered kashmir,earthquake
local viet nam red cross volunteers and staff evacuated people prior to the floods and helped with search and rescue efforts and have distributed family kits containing everyday items to households along with small emergency cash grants to those most in need,floods
bangladesh experiences severe environmental problems in virtually every economic sphere including very high levels of urban and industrial pollution the near absence of waste and water treatment facilities and recurrent cropdevastating and buildingdestroying floods cyclones and tidal surges,floods
the recue work is still being done using manual equipment india which governs the archipelago is reportedly planning to put a cap on the number of mainlanders sailing to the andamans in search of work in a bid to prevent chaos on its inhabited islands home to people according to a national census the partnership launch will be hosted by the center for strategic and international studies csis a leading think tank and convener that provides strategic insights and bipartisan policy solutions to help decisionmakers chart a course toward a better world while progress had been made he continued to call on palestinians to end incitement against israel and reiterate that america did not accept the legitimacy of continued israeli settlements the following table summarises the joint logistic operations from both quelimane and beira up to mm inches of rain had pounded nghe an province km miles south of hanoi since wednesday halting traffic while landslides had eroded many sections of the northsouth ho chi minh highway in thua thienhue province wfp is supporting a who supplementary feeding programme and health education campaign for the prevention of liver cirrhosis in gulran district of herat province habitat for humanity international is a nonprofit ecumenical christian housing ministry that seeks to eliminate poverty housing and homelessness from the world and to make decent shelter a matter of conscience and action it is caused by a potent toxin found in a common bacteria and people generally contract it when their wounds come in contact with contaminated soil in a region where drought is endemic and smallholder agriculture and pastoralism are primary sources of income problems of food scarcity lost livelihoods and assets and the perpetual threat of similar future crises need attention as wellthe health team has discovered the following cases which need urgent attention fever cough breathing problems diarrhea viral conjunctivitis and otitis media both countries criminalize homosexuality many times catastrophic flood causing huge sand deposition in cropped areas and making soil unsuitable for crop production also welcome was the relocation of the special envoys office to the premises of the united nations office for west africa unowa in dakar senegal in order to fully and directly anchor the strategys implementation in the region and maximize synergies with the relevant entities of the united nations system the us government has funded construction and maintenance of multipurpose flood and cyclone shelters throughout the country as well as wave protection walls and earthen embankments to reduce flood damage a field laboratory established at bhuj with facilities for testing chlorine in water growth of coliform bacteria in water and slides for malaria cases of malaria could increase in after flooding due to mosquito breeding if stagnating salty water is turned brackish by heavy rains or fresh water from other sources distribution of supplemental meals begins children under age five and expectant and breastfeeding mothers in need of nutritional stabilization were the first to receive nutrientrich xango meal pack porridge as part of an americaressupported supplemental feeding program in somalia reduce vitamin a and iron deficiencies via preventing of roundworm hookworm and bilhariza infections through improved hygiene practices and sanitation facilities beneficiaries rural families new french president francois hollande says he wants to renegotiate the european unions fiscal pact in order to complement its austerity rules with more targeted investment in jobs and growth inside were appolo small plastic bags filled with iced fruit juices which he sells for a few cfa francs each the daytoday experience of having to walk to get water makes you see clean water pouring out of the faucet as an amazing thing malnourished children and adults are very susceptible to infectious disease and face an even greater risk of contracting deadly diarrheal diseases from unclean water said americares medical director dr frank bia the result is that in aceh province many prefabricated shelters are now unhealthy while a large number of survivors continue to live in them once we succeeded in retrieving our passports from the airport it was so cold that the official who issued our visas had to blow on the rubber stamp so the ink would stick getting our exit visas a procedure we started the following day was a snap this army health support company is essentially a selfcontained emergency treatment facility that is easily transportable and quick to set up,floods
theyre making an economic calculation no one likes having their homes flooded every few years,floods
beijingnairobi october a multimillion dollar bid to reduce the risk of devastating floods on one of the worlds mightiest rivers the yangtze has been drawn up by scientists,floods
its areas of focus include housing design and construction institutional construction management village planning natural hazard mitigation water supply and sanitation and improved indoor living conditions for the most disadvantaged members of society,floods
the dprk flash appeal for usd million is now per cent funded with a further usd million in unconfirmed pledges,floods
they will pack up whatever belongings they managed to save after the metre foot waves swept through their homes and move to wooden barracks in different areas across aceh a process that will take two weeks or so the official said,floods
